text,category,macro
"We present a simple and generic theoretical description of actin-based
motility, where polymerization of filaments maintains propulsion. The dynamics
is driven by polymerization kinetics at the filaments' free ends, crosslinking
of the actin network, attachment and detachment of filaments to the obstacle
interfaces and entropic forces. We show that spontaneous oscillations in the
velocity emerge in a broad range of parameter values, and compare our findings
with experiments.",q-bio.CB,q-bio
"Conformational transitions in macromolecular complexes often involve the
reorientation of lever-like structures. Using a simple theoretical model, we
show that the rate of such transitions is drastically enhanced if the lever is
bendable, e.g. at a localized ""hinge''. Surprisingly, the transition is fastest
with an intermediate flexibility of the hinge. In this intermediate regime, the
transition rate is also least sensitive to the amount of ""cargo'' attached to
the lever arm, which could be exploited by molecular motors. To explain this
effect, we generalize the Kramers-Langer theory for multi-dimensional barrier
crossing to configuration dependent mobility matrices.",q-bio.BM,q-bio
"Many important real-world networks manifest ""small-world"" properties such as
scale-free degree distributions, small diameters, and clustering. The most
common model of growth for these networks is ""preferential attachment"", where
nodes acquire new links with probability proportional to the number of links
they already have. We show that preferential attachment is a special case of
the process of molecular evolution. We present a new single-parameter model of
network growth that unifies varieties of preferential attachment with the
quasispecies equation (which models molecular evolution), and also with the
Erdos-Renyi random graph model. We suggest some properties of evolutionary
models that might be applied to the study of networks. We also derive the form
of the degree distribution resulting from our algorithm, and we show through
simulations that the process also models aspects of network growth. The
unification allows mathematical machinery developed for evolutionary dynamics
to be applied in the study of network dynamics, and vice versa.",q-bio.QM q-bio.PE,q-bio
"BACKGROUND: An important question is whether evolution favors properties such
as mutational robustness or evolvability that do not directly benefit any
individual, but can influence the course of future evolution. Functionally
similar proteins can differ substantially in their robustness to mutations and
capacity to evolve new functions, but it has remained unclear whether any of
these differences might be due to evolutionary selection for these properties.
  RESULTS: Here we use laboratory experiments to demonstrate that evolution
favors protein mutational robustness if the evolving population is sufficiently
large. We neutrally evolve cytochrome P450 proteins under identical selection
pressures and mutation rates in populations of different sizes, and show that
proteins from the larger and thus more polymorphic population tend towards
higher mutational robustness. Proteins from the larger population also evolve
greater stability, a biophysical property that is known to enhance both
mutational robustness and evolvability. The excess mutational robustness and
stability is well described by existing mathematical theories, and can be
quantitatively related to the way that the proteins occupy their neutral
network.
  CONCLUSIONS: Our work is the first experimental demonstration of the general
tendency of evolution to favor mutational robustness and protein stability in
highly polymorphic populations. We suggest that this phenomenon may contribute
to the mutational robustness and evolvability of viruses and bacteria that
exist in large populations.",q-bio.PE q-bio.BM,q-bio
"Objectives: In this study, we quantify the growth variability of tumour cell
clones from a human leukemia cell line. Materials and methods: We have used
microplate spectrophotometry to measure the growth kinetics of hundreds of
individual cell clones from the Molt3 cell line. The growth rate of each clonal
population has been estimated by fitting experimental data with the logistic
equation. Results: The growth rates were observed to vary among different
clones. Up to six clones with a growth rate above or below the mean growth rate
of the parent population were further cloned and the growth rates of their
offsprings were measured. The distribution of the growth rates of the subclones
did not significantly differ from that of the parent population thus suggesting
that growth variability has an epigenetic origin. To explain the observed
distributions of clonal growth rates we have developed a probabilistic model
assuming that the fluctuations in the number of mitochondria through successive
cell cycles are the leading cause of growth variability. For fitting purposes,
we have estimated experimentally by flow cytometry the maximum average number
of mitochondria in Molt3 cells. The model fits nicely the observed
distributions of growth rates, however, cells in which the mitochondria were
rendered non functional (rho-0 cells) showed only a 30% reduction in the clonal
growth variability with respect to normal cells. Conclusions: A tumor cell
population is a dynamic ensemble of clones with highly variable growth rate. At
least part of this variability is due to fluctuations in the number of
mitochondria.",q-bio.CB q-bio.QM,q-bio
"Chargaff's second parity rule holds empirically for most types of DNA that
along single strands of DNA the base contents are equal for complimentary
bases, A = T, G = C. A Markov chain model is constructed to track the evolution
of any single base position along single strands of genomes whose organisms are
equipped with replication mismatch repair. Under the key assumptions that
mismatch error rates primarily depend the number of hydrogen bonds of
nucleotides and that the mismatch repairing process itself makes strand
recognition error, the model shows that the steady state probabilities for any
base position to take on one of the 4 nucleotide bases are equal for
complimentary bases. As a result, Chargaff's second parity rule is the
manifestation of the Law of Large Number acting on the steady state
probabilities. More importantly, because the model pinpoints mismatch repair as
a basis of the rule, it is suitable for experimental verification.",q-bio.GN,q-bio
"A Boolean network model of the cell-cycle regulatory network of fission yeast
(Schizosaccharomyces Pombe) is constructed solely on the basis of the known
biochemical interaction topology. Simulating the model in the computer,
faithfully reproduces the known sequence of regulatory activity patterns along
the cell cycle of the living cell. Contrary to existing differential equation
models, no parameters enter the model except the structure of the regulatory
circuitry. The dynamical properties of the model indicate that the biological
dynamical sequence is robustly implemented in the regulatory network, with the
biological stationary state G1 corresponding to the dominant attractor in state
space, and with the biological regulatory sequence being a strongly attractive
trajectory. Comparing the fission yeast cell-cycle model to a similar model of
the corresponding network in S. cerevisiae, a remarkable difference in
circuitry, as well as dynamics is observed. While the latter operates in a
strongly damped mode, driven by external excitation, the S. pombe network
represents an auto-excited system with external damping.",q-bio.MN,q-bio
"Phylogenetic mixtures model the inhomogeneous molecular evolution commonly
observed in data. The performance of phylogenetic reconstruction methods where
the underlying data is generated by a mixture model has stimulated considerable
recent debate. Much of the controversy stems from simulations of mixture model
data on a given tree topology for which reconstruction algorithms output a tree
of a different topology; these findings were held up to show the shortcomings
of particular tree reconstruction methods. In so doing, the underlying
assumption was that mixture model data on one topology can be distinguished
from data evolved on an unmixed tree of another topology given enough data and
the ``correct'' method. Here we show that this assumption can be false. For
biologists our results imply that, for example, the combined data from two
genes whose phylogenetic trees differ only in terms of branch lengths can
perfectly fit a tree of a different topology.",q-bio.PE,q-bio
"Protein-DNA complexes with loops play a fundamental role in a wide variety of
cellular processes, ranging from the regulation of DNA transcription to
telomere maintenance. As ubiquitous as they are, their precise in vivo
properties and their integration into the cellular function still remain
largely unexplored. Here, we present a multilevel approach that efficiently
connects in both directions molecular properties with cell physiology and use
it to characterize the molecular properties of the looped DNA-lac repressor
complex while functioning in vivo. The properties we uncover include the
presence of two representative conformations of the complex, the stabilization
of one conformation by DNA architectural proteins, and precise values of the
underlying twisting elastic constants and bending free energies. Incorporation
of all this molecular information into gene-regulation models reveals an
unprecedented versatility of looped DNA-protein complexes at shaping the
properties of gene expression.",q-bio.BM q-bio.SC,q-bio
"Surviving in a diverse environment requires corresponding organism responses.
At the cellular level, such adjustment relies on the transcription factors
(TFs) which must rapidly find their target sequences amidst a vast amount of
non-relevant sequences on DNA molecules. Whether these transcription factors
locate their target sites through a 1D or 3D pathway is still a matter of
speculation. It has been suggested that the optimum search time is when the
protein equally shares its search time between 1D and 3D diffusions. In this
paper, we study the above problem using a Monte Carlo simulation by considering
a very simple physical model. A 1D strip, representing a DNA, with a number of
low affinity sites, corresponding to non-target sites, and high affinity sites,
corresponding to target sites, is considered and later extended to a 2D strip.
We study the 1D and 3D exploration pathways, and combinations of the two modes
by considering three different types of molecules: a walker that randomly walks
along the strip with no dissociation; a jumper that represents dissociation and
then re-association of a TF with the strip at later time at a distant site; and
a hopper that is similar to the jumper but it dissociates and then
re-associates at a faster rate than the jumper. We analyze the final
probability distribution of molecules for each case and find that TFs can
locate their targets fast enough even if they spend 15% of their search time
diffusing freely in the solution. This indeed agrees with recent experimental
results obtained by Elf et al. 2007 and is in contrast with theoretical
expectation.",q-bio.QM q-bio.BM,q-bio
"We report 10 successfully folding events of trpzip2 by molecular dynamics
simulation. It is found that the trizip2 can fold into its native state through
different zipper pathways, depending on the ways of forming hydrophobic core.
We also find a very fast non-zipper pathway. This indicates that there may be
no inconsistencies in the current pictures of beta-hairpin folding mechanisms.
These pathways occur with different probabilities. zip-out is the most probable
one. This may explain the recent experiment that the turn formation is the
rate-limiting step for beta-hairpin folding.",q-bio.BM,q-bio
"The puzzle presented by the famous stumps of Gilboa, New York, finds a
solution in the discovery of two fossil specimens that allow the entire
structure of these early trees to be reconstructed.",q-bio.PE,q-bio
"If predictions for species extinctions hold, then the `tree of life' today
may be quite different to that in (say) 100 years. We describe a technique to
quantify how much each species is likely to contribute to future biodiversity,
as measured by its expected contribution to phylogenetic diversity. Our
approach considers all possible scenarios for the set of species that will be
extant at some future time, and weights them according to their likelihood
under an independent (but not identical) distribution on species extinctions.
Although the number of extinction scenarios can typically be very large, we
show that there is a simple algorithm that will quickly compute this index. The
method is implemented and applied to the prosimian primates as a test case, and
the associated species ranking is compared to a related measure (the `Shapley
index'). We describe indices for rooted and unrooted trees, and a modification
that also includes the focal taxon's probability of extinction, making it
directly comparable to some new conservation metrics.",q-bio.PE,q-bio
"For cellular biochemical reaction systems where the numbers of molecules is
small, significant noise is associated with chemical reaction events. This
molecular noise can give rise to behavior that is very different from the
predictions of deterministic rate equation models. Unfortunately, there are few
analytic methods for examining the qualitative behavior of stochastic systems.
Here we describe such a method that extends deterministic analysis to include
leading-order corrections due to the molecular noise. The method allows the
steady-state behavior of the stochastic model to be easily computed,
facilitates the mapping of stability phase diagrams that include stochastic
effects and reveals how model parameters affect noise susceptibility, in a
manner not accessible to numerical simulation. By way of illustration we
consider two genetic circuits: a bistable positive-feedback loop and a
negative-feedback oscillator. We find in the positive feedback circuit that
translational activation leads to a far more stable system than transcriptional
control. Conversely, in a negative-feedback loop triggered by a
positive-feedback switch, the stochasticity of transcriptional control is
harnessed to generate reproducible oscillations.",q-bio.MN q-bio.QM,q-bio
"Secondary structure elements of many protein families exhibit differential
conservation on their opposing faces. Amphipathic helices and beta-sheets by
definition possess this property, and play crucial functional roles. This type
of evolutionary trajectory of a protein family is usually critical to the
functions of the protein family, as well as in creating functions within
subfamilies. That is, differential conservation maintains properties of a
protein structure related to its orientation, and that are important in
packing, recognition, and catalysis. Here I define and formulate a new concept,
called the selection moment, that detects this evolutionary process in protein
sequences. A treatment of its various applications is detailed.",q-bio.BM q-bio.QM,q-bio
"Successful predictions are among the most compelling validations of any
model. Extracting falsifiable predictions from nonlinear multiparameter models
is complicated by the fact that such models are commonly sloppy, possessing
sensitivities to different parameter combinations that range over many decades.
Here we discuss how sloppiness affects the sorts of data that best constrain
model predictions, makes linear uncertainty approximations dangerous, and
introduces computational difficulties in Monte-Carlo uncertainty analysis. We
also present a useful test problem and suggest refinements to the standards by
which models are communicated.",q-bio.QM,q-bio
"In most vertebrate species, the body axis is generated by the formation of
repeated transient structures called somites. This spatial periodicity in
somitogenesis has been related to the temporally sustained oscillations in
certain mRNAs and their associated gene products in the cells forming the
presomatic mesoderm. The mechanism underlying these oscillations have been
identified as due to the delays involved in the synthesis of mRNA and
translation into protein molecules [J. Lewis, Current Biol. {\bf 13}, 1398
(2003)]. In addition, in the zebrafish embryo intercellular Notch signalling
couples these oscillators and a longitudinal positional information signal in
the form of an Fgf8 gradient exists that could be used to transform these
coupled temporal oscillations into the observed spatial periodicity of somites.
Here we consider a simple model based on this known biology and study its
consequences for somitogenesis. Comparison is made with the known properties of
somite formation in the zebrafish embryo . We also study the effects of
localized Fgf8 perturbations on somite patterning.",q-bio.QM,q-bio
"We demonstrate the power of the genetic algorithms to construct the cellular
automata model simulating the growth of 2-dimensional close-to-circular
clusters revealing the desired properties, such as the growth rate and, at the
same time, the fractal behavior of their contours. The possible application of
the approach in the field of tumor modeling is outlined.",q-bio.CB,q-bio
"Linear measures such as cross-correlation have been used successfully to
determine time delays from the given processes. Such an analysis often precedes
identifying possible causal relationships between the observed processes. The
present study investigates the impact of a positively correlated driver whose
correlation function decreases monotonically with lag on the delay estimation
in a two-node acyclic network with one and two-delays. It is shown that
cross-correlation analysis of the given processes can result in spurious
identification of multiple delays between the driver and the dependent
processes. Subsequently, delay estimation of increment process as opposed to
the original process under certain implicit constraints is explored.
Short-range and long-range correlated driver processes along with those of
their coarse-grained counterparts are considered.",q-bio.QM q-bio.MN,q-bio
"We have built an open-source software system for the modeling of biomolecular
reaction networks, SloppyCell, which is written in Python and makes substantial
use of third-party libraries for numerics, visualization, and parallel
programming. We highlight here some of the powerful features that Python
provides that enable SloppyCell to do dynamic code synthesis, symbolic
manipulation, and parallel exploration of complex parameter spaces.",q-bio.QM q-bio.MN,q-bio
"In the peripheral nervous system, utrophin and the short dystrophin isoform
(Dp116) are co-localized at the outermost layer of the myelin sheath of nerve
fibers; together with the dystroglycan complex. In peripheral nerve, matrix
metalloproteinase (MMP) creates a 30 kDa fragment of beta-dystroglycan, leading
to a disruption of the link between the extracellular matrix and the cell
membrane. Here we asked if the processing of the beta-dystroglycan could
influence the anchorage of Dp116 or/and utrophin in normal and mdx Schwann cell
membrane. We showed that MMP-9 was more activated in mdx nerve than in
wild-type one. This activation leads to an accumulation of the 30 kDa
beta-dystroglycan isoform and have an impact on the anchorage of Dp116 and
utrophin isoforms in mdx Schwann cells membrane. Our results showed that Dp116
had greater affinity to the full length form of beta-dystroglycan than the 30
kDa form. Moreover, we showed for the first time that the short isoform of
utrophin (Up71) was over-expressed in mdx Schwann cells compared to wild-type.
In addition, this utrophin isoform (Up71) seems to have greater affinity to the
30 kDa beta-dystroglycan which could explain a more stabilization of this 30
kDa at the membrane compartment. Our results highlight the potential
participation of the short utrophin isoform and the cleaved form of
beta-dystroglycan in mdx Schwann cell membrane architecture.",q-bio.NC,q-bio
"Transcription regulation typically involves the binding of proteins over long
distances on multiple DNA sites that are brought close to each other by the
formation of DNA loops. The inherent complexity of the assembly of regulatory
complexes on looped DNA challenges the understanding of even the simplest
genetic systems, including the prototypical lac operon. Here we implement a
scalable quantitative computational approach to analyze systems regulated
through multiple DNA sites with looping. Our approach applied to the lac operon
accurately predicts the transcription rate over five orders of magnitude for
wild type and seven mutants accounting for all the combinations of deletions of
the three operators. A quantitative analysis of the model reveals that the
presence of three operators provides a mechanism to combine robust repression
with sensitive induction, two seemingly mutually exclusive properties that are
required for optimal functioning of metabolic switches.",q-bio.SC q-bio.MN,q-bio
"How can a microorganism adapt to a variety of environmental conditions
despite there exists a limited number of signal transduction machineries? We
show that for any growing cells whose gene expression is under stochastic
fluctuations, adaptive cellular state is inevitably selected by noise, even
without specific signal transduction network for it. In general, changes in
protein concentration in a cell are given by its synthesis minus dilution and
degradation, both of which are proportional to the rate of cell growth. In an
adaptive state with a higher growth speed, both terms are large and balanced.
Under the presence of noise in gene expression, the adaptive state is less
affected by stochasticity since both the synthesis and dilution terms are
large, while for a non-adaptive state both the terms are smaller so that cells
are easily kicked out of the original state by noise. Hence, escape time from a
cellular state and the cellular growth rate are negatively correlated. This
leads to a selection of adaptive states with higher growth rates, and model
simulations confirm this selection to take place in general. The results
suggest a general form of adaptation that has never been brought to light - a
process that requires no specific machineries for sensory adaptation. The
present scheme may help explain a wide range of cellular adaptive responses
including the metabolic flux optimization for maximal cell growth.",q-bio.MN,q-bio
"Late long-term potentiation (L-LTP) appears essential for the formation of
long-term memory, with memories at least partly encoded by patterns of
strengthened synapses. How memories are preserved for months or years, despite
molecular turnover, is not well understood. Ongoing recurrent neuronal
activity, during memory recall or during sleep, has been hypothesized to
preferentially potentiate strong synapses, preserving memories. This hypothesis
has not been evaluated in the context of a mathematical model representing
biochemical pathways important for L-LTP. I incorporated ongoing activity into
two such models: a reduced model that represents some of the essential
biochemical processes, and a more detailed published model. The reduced model
represents synaptic tagging and gene induction intuitively, and the detailed
model adds activation of essential kinases by Ca. Ongoing activity was modeled
as continual brief elevations of [Ca]. In each model, two stable states of
synaptic weight resulted. Positive feedback between synaptic weight and the
amplitude of ongoing Ca transients underlies this bistability. A tetanic or
theta-burst stimulus switches a model synapse from a low weight to a high
weight stabilized by ongoing activity. Bistability was robust to parameter
variations. Simulations illustrated that prolonged decreased activity reset
synapses to low weights, suggesting a plausible forgetting mechanism. However,
episodic activity with shorter inactive intervals maintained strong synapses.
Both models support experimental predictions. Tests of these predictions are
expected to further understanding of how neuronal activity is coupled to
maintenance of synaptic strength.",q-bio.NC q-bio.MN,q-bio
"A general and basic model of primordial evolution--a soup of reacting
finitary and discrete processes--is employed to identify and analyze
fundamental mechanisms that generate and maintain complex structures in
prebiotic systems. The processes--$\epsilon$-machines as defined in
computational mechanics--and their interaction networks both provide well
defined notions of structure. This enables us to quantitatively demonstrate
hierarchical self-organization in the soup in terms of complexity. We found
that replicating processes evolve the strategy of successively building higher
levels of organization by autocatalysis. Moreover, this is facilitated by local
components that have low structural complexity, but high generality. In effect,
the finitary process soup spontaneously evolves a selection pressure that
favors such components. In light of the finitary process soup's generality,
these results suggest a fundamental law of hierarchical systems: global
complexity requires local simplicity.",q-bio.PE q-bio.MN,q-bio
"Background: Duplication of genes is important for evolution of molecular
networks. Many authors have therefore considered gene duplication as a driving
force in shaping the topology of molecular networks. In particular it has been
noted that growth via duplication would act as an implicit way of preferential
attachment, and thereby provide the observed broad degree distributions of
molecular networks.
  Results: We extend current models of gene duplication and rewiring by
including directions and the fact that molecular networks are not a result of
unidirectional growth. We introduce upstream sites and downstream shapes to
quantify potential links during duplication and rewiring. We find that this in
itself generates the observed scaling of transcription factors for genome sites
in procaryotes. The dynamical model can generate a scale-free degree
distribution, p(k)&prop; 1/k^&gamma;, with exponent &gamma;=1 in the
non-growing case, and with &gamma;>1 when the network is growing.
  Conclusions: We find that duplication of genes followed by substantial
recombination of upstream regions could generate main features of genetic
regulatory networks. Our steady state degree distribution is however to broad
to be consistent with data, thereby suggesting that selective pruning acts as a
main additional constraint on duplicated genes. Our analysis shows that gene
duplication can only be a main cause for the observed broad degree
distributions, if there is also substantial recombinations between upstream
regions of genes.",q-bio.PE q-bio.OT,q-bio
"BACKGROUND: Many of the mutations accumulated by naturally evolving proteins
are neutral in the sense that they do not significantly alter a protein's
ability to perform its primary biological function. However, new protein
functions evolve when selection begins to favor other, ""promiscuous"" functions
that are incidental to a protein's biological role. If mutations that are
neutral with respect to a protein's primary biological function cause
substantial changes in promiscuous functions, these mutations could enable
future functional evolution.
  RESULTS: Here we investigate this possibility experimentally by examining how
cytochrome P450 enzymes that have evolved neutrally with respect to activity on
a single substrate have changed in their abilities to catalyze reactions on
five other substrates. We find that the enzymes have sometimes changed as much
as four-fold in the promiscuous activities. The changes in promiscuous
activities tend to increase with the number of mutations, and can be largely
rationalized in terms of the chemical structures of the substrates. The
activities on chemically similar substrates tend to change in a coordinated
fashion, potentially providing a route for systematically predicting the change
in one function based on the measurement of several others.
  CONCLUSIONS: Our work suggests that initially neutral genetic drift can lead
to substantial changes in protein functions that are not currently under
selection, in effect poising the proteins to more readily undergo functional
evolution should selection ""ask new questions"" in the future.",q-bio.PE q-bio.BM,q-bio
"The evolution of multicellular organisms from monocellular ancestors
represents one of the greatest advances of the history of life. The assembly of
such multicellular organisms requires signalling and response between cells:
over millions of years these signalling processes have become extremely
sophisticated and refined by evolution, such that study of modern organisms may
not be able to shed much light on the original ancient processes . Here we are
interested in determining how simple a signalling method can be, while still
achieving self-assembly. In 2D a coupled cellular automaton/differential
equation approach models organisms and chemotaxic chemicals, producing
spiralling aggregation. In 3D Lennard-Jones-like particles are used to
represent single cells, and their evolution in response to signalling is
followed by molecular dynamics. It is found that if a single cell is able to
emit a signal which induces others to move towards it, then a colony of
single-cell organisms can assemble into shapes as complex as a tower, a ball
atop a stalk, or a fast-moving slug. The similarity with the behaviour of
modern Dictyostelium slime molds signalling with cyclic adenosine monophosphate
(cAMP) is striking.",q-bio.CB q-bio.PE,q-bio
"In the simplest view of transcriptional regulation, the expression of a gene
is turned on or off by changes in the concentration of a transcription factor
(TF). We use recent data on noise levels in gene expression to show that it
should be possible to transmit much more than just one regulatory bit.
Realizing this optimal information capacity would require that the dynamic
range of TF concentrations used by the cell, the input/output relation of the
regulatory module, and the noise levels of binding and transcription satisfy
certain matching relations. This parameter-free prediction is in good agreement
with recent experiments on the Bicoid/Hunchback system in the early Drosophila
embryo, and this system achieves ~90% of its theoretical maximum information
transmission.",q-bio.MN,q-bio
"Previously, we have identified the cytoplasmic zinc metalloprotease
insulin-degrading enzyme(IDE) in human tissues by an immunohistochemical method
involving no antigen retrieval (AR) by pressure cooking to avoid artifacts by
endogenous biotin exposure and a detection kit based on the labeled
streptavidin biotin (LSAB) method. Thereby, we also employed 3% hydrogen
peroxide(H2O2) for the inhibition of endogenous peroxidase activity and
incubated the tissue sections with the biotinylated secondary antibody at room
temperature (RT). We now add the immunohistochemical details that had led us to
this optimized procedure as they also bear a more general relevance when
demonstrating intracellular tissue antigens. Our most important result is that
endogenous peroxidase inhibition by 0.3% H2O2 coincided with an apparently
positive IDE staining in an investigated breast cancer specimen whereas
combining a block by 3% H2O2 with an incubation of the biotinylated secondary
antibody at RT, yet not at 37 degrees Celsius, revealed this specimen as almost
entirely IDE-negative. Our present data caution against three different
immunohistochemical pitfalls that might cause falsely positive results and
artifacts when using an LSAB- and peroxidase-based detection method: pressure
cooking for AR, insufficient quenching of endogenous peroxidases and heating of
tissue sections while incubating with biotinylated secondary antibodies.",q-bio.TO q-bio.QM,q-bio
