text,category,macro
"The reproducibility issue in science has come under increased scrutiny. One
consistent suggestion lies in the use of scripted methods or workflows for data
analysis. Image analysis is one area in science in which little can be done in
scripted methods. The SWIIM Project (Scripted Workflows to Improve Image
Manipulation) is designed to generate workflows from popular image manipulation
tools. In the project, 2 approaches are being taken to construct workflows in
the image analysis area. First, the open-source tool GIMP is being enhanced to
produce an active log (which can be run on a stand-alone basis to perform the
same manipulation). Second, the R system Shiny tool is being used to construct
a graphical user interface (GUI) which works with EBImage code to modify
images, and to produce an active log which can perform the same operations.
This process has been successful to date, but is not complete. The basic method
for each component is discussed, and example code is shown.",eess.IV,eess
"The construction quality of the bolt is directly related to the safety of the
project, and as such, it must be tested. In this paper, the improved complete
ensemble empirical mode decomposition (ICEEMD) method is introduced to the bolt
detection signal analysis. The ICEEMD is used in order to decompose the anchor
detection signal according to the approximate entropy of each intrinsic mode
function (IMF). The noise of the IMFs is eliminated by the wavelet soft
threshold de-noising technique. Based on the approximate entropy, and the
wavelet de-noising principle, the ICEEMD-De anchor signal analysis method is
proposed. From the analysis of the vibration analog signal, as well as the bolt
detection signal, the result shows that the ICEEMD-De method is capable of
correctly separating the different IMFs under noisy conditions, and also that
the IMF can effectively identify the reflection signal of the end of the bolt.",eess.SP,eess
"Next generation wireless networks aim at providing substantial improvements
in spectral efficiency (SE) and energy efficiency (EE). Massive MIMO has been
proved to be a viable technology to achieve these goals by spatially
multiplexing several users using many base station (BS) antennas. A potential
limitation of Massive MIMO in multicell systems is pilot contamination, which
arises in the channel estimation process from the interference caused by
reusing pilots in neighboring cells. A standard method to reduce pilot
contamination, known as regular pilot (RP), is to adjust the length of pilot
sequences while transmitting data and pilot symbols disjointly. An alternative
method, called superimposed pilot (SP), sends a superposition of pilot and data
symbols. This allows to use longer pilots which, in turn, reduces pilot
contamination. We consider the uplink of a multicell Massive MIMO network using
maximum ratio combining detection and compare RP and SP in terms of SE and EE.
To this end, we derive rigorous closed-form achievable rates with SP under a
practical random BS deployment. We prove that the reduction of pilot
contamination with SP is outweighed by the additional coherent and non-coherent
interference. Numerical results show that when both methods are optimized, RP
achieves comparable SE and EE to SP in practical scenarios.",eess.SP,eess
"Large-scale data collection by means of wireless sensor network and
internet-of-things technology poses various challenges in view of the
limitations in transmission, computation, and energy resources of the
associated wireless devices. Compressive data gathering based on compressed
sensing has been proven a well-suited solution to the problem. Existing designs
exploit the spatiotemporal correlations among data collected by a specific
sensing modality. However, many applications, such as environmental monitoring,
involve collecting heterogeneous data that are intrinsically correlated. In
this study, we propose to leverage the correlation from multiple heterogeneous
signals when recovering the data from compressive measurements. To this end, we
propose a novel recovery algorithm---built upon belief-propagation
principles---that leverages correlated information from multiple heterogeneous
signals. To efficiently capture the statistical dependencies among diverse
sensor data, the proposed algorithm uses the statistical model of copula
functions. Experiments with heterogeneous air-pollution sensor measurements
show that the proposed design provides significant performance improvements
against state-of-the-art compressive data gathering and recovery schemes that
use classical compressed sensing, compressed sensing with side information, and
distributed compressed sensing.",eess.SP,eess
"With the increase in awareness about the climate change, there has been a
tremendous shift towards utilizing renewable energy sources (RES). In this
regard, smart grid technologies have been presented to facilitate higher
penetration of RES. Microgrids are the key components of the smart grids.
Microgrids allow integration of various distributed energy resources (DER) such
as the distributed generation (DGs) and energy storage systems (ESSs) into the
distribution system and hence remove or delay the need for distribution
expansion. One of the crucial requirements for utilities is to ensure that the
system reliability is maintained with the inclusion of microgrid topology.
Therefore, this paper evaluates the reliability of a microgrid containing
prioritized loads and distributed RES through a hybrid analytical-simulation
method. The stochasticity of RES introduces complexity to the reliability
evaluation. The method takes into account the variability of RES through Monte-
Carlo state sampling simulation. The results indicate the reliability
enhancement of the overall system in the presence of the microgrid topology. In
particular, the highest priority load has the largest improvement in the
reliability indices. Furthermore, sensitivity analysis is performed to
understand the effects of the failure of microgrid islanding in the case of a
fault in the upstream network.",eess.SP,eess
"We present the modeling and characterization of a time-reversal routing
dispersion code multiple access (TR-DCMA) system. We show that this system
maintains the low complexity advantage of DCMA transceivers while offering
dynamic adaptivity for practial communication scenarios. We first derive the
mathematical model and explain operation principles of the system, and then
characterize its interference, signal to interference ratio, and bit error
probability characteristics.",eess.SP,eess
"In this paper, we discuss the design rationale and guidelines to build
magnet-less circulators based on spatio-temporal modulation of resonant
junctions consisting of first-order bandstop filters connected in a delta
topology. Without modulation, the junction does not allow transmission between
its ports, however, when the natural oscillation frequencies of the constituent
LC filters are modulated in time with a suitable phase pattern, a synthetic
angular-momentum bias can be effectively imparted to the junction and a
transmission window opens at one of the output ports, thus realizing a
circulator. We develop a rigorous small-signal linear model and find analytical
expressions for the harmonic S-parameters of the proposed circuit, which
significantly facilitate the design process. We validate the theory with
simulations and further discuss the large signal response, including power
handling and non-linearity, and the noise performance. Finally, we present
measured results with unprecedented performance in all metrics for a PCB
prototype using a Rogers board and off-the-shelf discrete components.",eess.SP,eess
"In this paper, we present voltage- and current-mode differential magnetless
non-reciprocal devices obtained by pairing two single-ended (SE) circulators,
each consisting of three first-order bandpass or bandstop LC filters, connected
in either a wye or a delta topology. The resonant poles of each SE circulator
are modulated in time with 120 deg phase-shifted periodic signals, resulting in
synthetic angular-momentum biasing achieved through spatiotemporal modulation
(STM). We tailor the two SE circulators to exhibit a constant 180 deg phase
difference between their STM biases. Unlike conventional differential
time-variant circuits, for which only the even or odd spurs are rejected, we
show that the proposed configuration cancels out all intermodulation (IM)
products, thus making them operate alike linear time-invariant (LTI) circuits
for an external observer. In turn, this property enhances all metrics of the
resulting circulator, overcoming the limitations of SE architectures, and
improving insertion loss, impedance matching, bandwidth and noise figure. We
show that this differential architecture also significantly relaxes the
required modulation parameters, both in frequency and amplitude. We develop a
rigorous small-signal model to guide the design of the proposed circuits and to
get insights into their pseudo-LTI characteristics. Then, we validate the
theory with simulations and measurements showing remarkable performance
compared to the current state of the art of magnetless non-reciprocal devices.",eess.SP,eess
"In this paper, we present on-sensor neuromorphic vision hardware
implementation of denoising spatial filter. The mean or median spatial filters
with fixed window shape are known for its denoising ability, however, have the
drawback of blurring the object edges. The effect of blurring increases with an
increase in window size. To preserve the edge information, we propose an
adaptive spatial filter that uses neuron's ability to detect similar pixels and
calculates the mean. The analog input differences of neighborhood pixels are
converted to the chain of pulses with voltage controlled oscillator and applied
as neuron input. When the input pulses charge the neuron to equal or greater
level than its threshold, the neuron will fire, and pixels are identified as
similar. The sequence of the neuron's responses for pixels is stored in the
serial-in-parallel-out shift register. The outputs of shift registers are used
as input to the selector switches of an averaging circuit making this an
adaptive mean operation resulting in an edge preserving mean filter. System
level simulation of the hardware is conducted using 150 images from Caltech
database with added Gaussian noise to test the robustness of edge-preserving
and denoising ability of the proposed filter. Threshold values of the hardware
neuron were adjusted so that the proposed edge-preserving spatial filter
achieves optimal performance in terms of PSNR and MSE, and these results
outperforms that of the conventional mean and median filters.",eess.IV,eess
"Inferring information from a set of acquired data is the main objective of
any signal processing (SP) method. In particular, the common problem of
estimating the value of a vector of parameters from a set of noisy measurements
is at the core of a plethora of scientific and technological advances in the
last decades; for example, wireless communications, radar and sonar,
biomedicine, image processing, and seismology, just to name a few. Developing
an estimation algorithm often begins by assuming a statistical model for the
measured data, i.e. a probability density function (pdf) which if correct,
fully characterizes the behaviour of the collected data/measurements.
Experience with real data, however, often exposes the limitations of any
assumed data model since modelling errors at some level are always present.
Consequently, the true data model and the model assumed to derive the
estimation algorithm could differ. When this happens, the model is said to be
mismatched or misspecified. Therefore, understanding the possible performance
loss or regret that an estimation algorithm could experience under model
misspecification is of crucial importance for any SP practitioner. Further,
understanding the limits on the performance of any estimator subject to model
misspecification is of practical interest. Motivated by the widespread and
practical need to assess the performance of a mismatched estimator, the goal of
this paper is to help to bring attention to the main theoretical findings on
estimation theory, and in particular on lower bounds under model
misspecification, that have been published in the statistical and econometrical
literature in the last fifty years. Secondly, some applications are discussed
to illustrate the broad range of areas and problems to which this framework
extends, and consequently the numerous opportunities available for SP
researchers.",eess.SP,eess
"Compressed air energy storage (CAES) is suitable for large-scale energy
storage and can help to increase the penetration of wind power in power
systems. A CAES plant consists of compressors, expanders, caverns, and a
motor/generator set. Currently used cavern models for CAES are either accurate
but highly non-linear or linear but inaccurate. Highly non-linear cavern models
cannot be directly utilized in power system optimization problems. In this
regard, an accurate bi-linear cavern model for CAES is proposed in this first
paper of a two-part series. The charging and discharging processes in a cavern
are divided into several virtual states and then the first law of
thermodynamics and ideal gas law are used to derive a cavern model, i.e., model
for the variation of temperature and pressure in these processes. Thereafter,
the heat transfer between the air in the cavern and the cavern wall is
considered and integrated into the cavern model. By subsequently eliminating
several negligible terms, the cavern model reduces to a bi-linear (linear)
model for CAES with multiple (single) time steps. The accuracy of the proposed
cavern model is verified via comparison with an accurate non-linear model.",eess.SP,eess
"Unit commitment (UC) is one of the most important power system operation
problems. To integrate higher penetration of wind power into power systems,
more compressed air energy storage (CAES) plants are being built. Existing
cavern models for the CAES used in power system optimization problems are not
accurate, which may lead to infeasible solutions, e.g., the air pressure in the
cavern is outside its operating range. In this regard, an accurate CAES model
is proposed for the UC problem based on the accurate bi-linear cavern model
proposed in the first paper of this two-part series. The minimum switch time
between the charging and discharging processes of CAES is considered. The whole
model, i.e., the UC model with an accurate CAES model, is a large-scale mixed
integer bi-linear programming problem. To reduce the complexity of the whole
model, three strategies are proposed to reduce the number of bi-linear terms
without sacrificing accuracy. McCormick relaxation and piecewise linearization
are then used to linearize the whole model. To decrease the solution time, a
method to obtain an initial solution of the linearized model is proposed. A
modified RTS-79 system is used to verify the effectiveness of the whole model
and the solution methodology.",eess.SP,eess
"Chirping phenomena, in which the instantaneous frequencies of a signal change
with time, are abundant in signals related to biological systems. Biosignals
are non-stationary in nature and the time-frequency analysis is a viable tool
to analyze them. It is well understood that Gaussian chirplet function is
critical in describing chirp signals. Despite the theory of adaptive chirplet
transform (ACT) has been established for more than two decades and is well
accepted in the community of signal processing, application of ACT to
bio-/biomedical signal analysis is still quite limited, probably because that
the power of ACT, as an emerging tool for biosignal analysis, has not yet been
fully appreciated by the researchers in the field of biomedical engineering. In
this paper, we describe a novel ACT algorithm based on the ""coarse-refinement""
scheme. Namely, the initial estimate of a chirplet is implemented with the
matching-pursuit (MP) algorithm and subsequently it is refined using the
expectation-maximization (EM) algorithm, which we coin as MPEM algorithm. We
emphasize the robustness enhancement of the algorithm in face of noise, which
is important to biosignal analysis, as they are usually embedded in strong
background noise. We then demonstrate the capability of our algorithm by
applying it to the analysis of representative biosignals, including visual
evoked potentials (bioelectrical signals), audible heart sounds and bat
ultrasonic echolocation signals (bioacoustic signals), and human speech. The
results show that the MPEM algorithm provides more compact representation of
signals under investigation and clearer visualization of their time-frequency
structures, indicating considerable promise of ACT in biosignal analysis. The
MATLAB code repository is hosted on GitHub for free download
(https://github.com/jiecui/mpact).",eess.SP,eess
"Data traffic demand in cellular networks has been tremendously growing and
has led to creating congested RF environment. Accordingly, innovative
approaches for spectrum sharing have been proposed and implemented to
accommodate several systems within the same frequency band. Spectrum sharing
between radar and communication systems is one of the important research and
development areas. In this paper, we present the fundamental spectrum sharing
concepts and technologies, then we provide an updated and comprehensive survey
of spectrum sharing techniques that have been developed to enable some of the
wireless communication systems to coexist in the same band as radar systems.",eess.SP,eess
"A fundamental assumption underling any Hypothesis Testing (HT) problem is
that the available data follow the parametric model assumed to derive the test
statistic. Nevertheless, a perfect match between the true and the assumed data
models cannot be achieved in many practical applications. In all these cases,
it is advisable to use a robust decision test, i.e. a test whose statistic
preserves (at least asymptotically) the same probability density function (pdf)
for a suitable set of possible input data models under the null hypothesis.
Building upon the seminal work of Kent (1982), in this paper we investigate the
impact of the model mismatch in a recurring HT problem in radar signal
processing applications: testing the mean of a set of Complex Elliptically
Symmetric (CES) distributed random vectors under a possible misspecified,
Gaussian data model. In particular, by using this general misspecified
framework, a new look to two popular detectors, the Kelly's Generalized
Likelihood Ration Test (GLRT) and the Adaptive Matched Filter (AMF), is
provided and their robustness properties investigated.",eess.SP,eess
"Massive multiple-input multiple-output (MIMO) is a promising technology for
next generation wireless communication systems (5G). In this technology, Base
Station (BS) is equipped with a large number of antennas. Employing high
resolution analog-to-digital converters (ADCs) for all antennas may cause high
costs and high power consumption for the BS. By performing numerical results,
we evaluate the use of low-resolution ADCs for uplink massive MIMO by analyzing
Bit Error Rate (BER) performance for different detection techniques (MMSE, ZF)
and different modulations (QPSK, 16-QAM) to find an optimal quantization
resolution. Our results reveal that the BER performance of uplink massive MIMO
systems with a few-bit resolution ADCs is comparable to the case of having full
precision ADCs. We found that the optimum choice of quantization level (number
of bits in ADCs) depends on the modulation technique and the number of antennas
at the BS.",eess.SP,eess
"Beam alignment for millimeter wave (mm Wave) vehicular communications is
challenging due to the high mobility of vehicles. Recent studies have proposed
some beam switching techniques at Road Side Unit (RSU) for vehicle to
infrastructure (V2I) communications, employing initial position and speed
information of vehicles, that are sent through Dedicated Short Range
Communications (DSRC) to the RSU. However, inaccuracies of the provided
information lead to beam misalignment. Some beam design parameters are
suggested in the literature to combat this effect. But how these parameters
should be tuned? Here, we evaluate the effect of all these parameters, and
propose a beam design efficiency metric to perform beam alignment in the
presence of the estimation errors, and to improve the performance by choosing
the right design parameters.",eess.SP,eess
"A central limitation of multiple-acquisition magnetic resonance imaging (MRI)
is the degradation in scan efficiency as the number of distinct datasets grows.
Sparse recovery techniques can alleviate this limitation via randomly
undersampled acquisitions. A frequent sampling strategy is to prescribe for
each acquisition a different random pattern drawn from a common sampling
density. However, naive random patterns often contain gaps or clusters across
the acquisition dimension that in turn can degrade reconstruction quality or
reduce scan efficiency. To address this problem, a statistically-segregated
sampling method is proposed for multiple-acquisition MRI. This method generates
multiple patterns sequentially, while adaptively modifying the sampling density
to minimize k-space overlap across patterns. As a result, it improves
incoherence across acquisitions while still maintaining similar sampling
density across the radial dimension of k-space. Comprehensive simulations and
in vivo results are presented for phase-cycled balanced steady-state free
precession and multi-echo T$_2$-weighted imaging. Segregated sampling achieves
significantly improved quality in both Fourier and compressed-sensing
reconstructions of multiple-acquisition datasets.",eess.IV,eess
"In this paper, we study the problem of joint wideband spectrum sensing and
direction-of-arrival (DoA) estimation in a sub-Nyquist sampling framework.
Specifically, considering a scenario where a few uncorrelated narrowband
signals spread over a wide (say, several GHz) frequency band, our objective is
to estimate the carrier frequencies and the DoAs associated with the narrowband
sources, as well as reconstruct the power spectra of these narrowband signals.
To overcome the sampling rate bottleneck for wideband spectrum sensing, we
propose a new phased-array based sub-Nyquist sampling architecture with
variable time delays, where a uniform linear array (ULA) is employed and the
received signal at each antenna is delayed by a variable amount of time and
then sampled by a synchronized low-rate analog-digital converter (ADC). Based
on the collected sub-Nyquist samples, we calculate a set of cross-correlation
matrices with different time lags, and develop a CANDECOMP/PARAFAC (CP)
decomposition-based method for joint DoA, carrier frequency and power spectrum
recovery. Perfect recovery conditions for the associated parameters and the
power spectrum are analyzed. Our analysis reveals that our proposed method does
not require to place any sparse constraint on the wideband spectrum, only needs
the sampling rate to be greater than the bandwidth of the narrowband source
signal with the largest bandwidth among all sources. Simulation results show
that our proposed method can achieve an estimation accuracy close to the
associated Cram\'{e}r-Rao bounds (CRBs) using only a small number of data
samples.",eess.SP,eess
"Record-high data rate of 125 Gb/s and SE over 2 bits/s/Hz in burst-mode
single-polarization NFDM transmissions were achieved over 976 km of SSMF with
EDFA-only amplification by transmitting and processing 222 32 QAM-modulated
nonlinear subcarriers simultaneously",eess.SP,eess
"In-phase/quadrature-phase Imbalance (IQI) is considered a major
performance-limiting impairment in direct-conversion transceivers. Its effects
become even more pronounced at higher carrier frequencies such as the
millimeter-wave frequency bands being considered for 5G systems. In this paper,
we quantify the effects of IQI on the performance of different modulation
schemes under multipath fading channels. This is realized by developing a
general framework for the symbol error rate (SER) analysis of coherent phase
shift keying, noncoherent differential phase shift keying and noncoherent
frequency shift keying under IQI effects. In this context, the moment
generating function of the signal-to-interference-plus-noise-ratio is first
derived for both single-carrier and multi-carrier systems suffering from
transmitter (TX) IQI only, receiver (RX) IQI only and joint TX/RX IQI.
Capitalizing on this, we derive analytic expressions for the SER of the
different modulation schemes. These expressions are corroborated by comparisons
with corresponding results from computer simulations and they provide insights
into the dependence of IQI on the system parameters. We demonstrate that the
effects of IQI differ considerably depending on the considered system as some
cases of single-carrier transmission appear robust to IQI, whereas
multi-carrier systems experiencing IQI at the RX require compensation in order
to achieve a reliable communication link.",eess.SP,eess
"Compared with traditional empirical mode decomposition (EMD) methods,
variational mode decomposition (VMD) has strong theoretical foundation and high
operational efficiency. The VMD method is introduced to ground penetrating
radar (GPR) signal processing. The characteristics of GPR signals validate the
method of signal de-noising based on the VMD principle. The validity and
accuracy of the method are further verified via Ricker wavelet and forward
model GPR de-noising experiments. The method of VMD is evaluated in comparison
with traditional wavelet transform (WT) and EEMD (ensemble EMD) methods. The
method is subsequently used to analyze a GPR signal from a practical
engineering case. The results show that the method can effectively remove the
noise in the GPR data, and can obtain high signal-to-noise ratios (SNR) even
under strong background noise.",eess.SP,eess
"We propose novel resource allocation algorithms that have the objective of
finding a good tradeoff between resource reuse and interference avoidance in
wireless networks. To this end, we first study properties of functions that
relate the resource budget available to network elements to the optimal utility
and to the optimal resource efficiency obtained by solving max-min utility
optimization problems. From the asymptotic behavior of these functions, we
obtain a transition point that indicates whether a network is operating in an
efficient noise-limited regime or in an inefficient interference-limited regime
for a given resource budget. For networks operating in the inefficient regime,
we propose a novel partial resource muting scheme to improve the efficiency of
the resource utilization. The framework is very general. It can be applied not
only to the downlink of 4G networks, but also to 5G networks equipped with
flexible duplex mechanisms. Numerical results show significant performance
gains of the proposed scheme compared to the solution to the max-min utility
optimization problem with full frequency reuse.",eess.SP,eess
"The efficiency of digital nonlinearity compensation (NLC) is analyzed in the
presence of noise arising from amplified spontaneous emission noise (ASE) as
well as from a non-ideal transceiver subsystem. Its impact on signal-to-noise
ratio (SNR) and reach increase is studied with particular emphasis on split
NLC, where the digital back-propagation algorithm is divided between
transmitter and receiver. An analytical model is presented to compute the SNR's
for non-ideal transmission systems with arbitrary split NLC configurations.
When signal-signal nonlinearities are compensated, the performance limitation
arises from residual signal-noise interactions. These interactions consist of
nonlinear beating between the signal and co-propagating ASE and transceiver
noise. While transceiver noise-signal beating is usually dominant for short
transmission distances, ASE noise-signal beating is dominant for larger
transmission distances. It is shown that both regimes behave differently with
respect to the optimal NLC split ratio and their respective reach gains.
Additionally, simple formulas for the prediction of the optimal NLC split ratio
and the reach increase in those two regimes are reported. It is found that
split NLC offers negligible gain with respect to conventional digital
back-propagation (DBP) for distances less than 1000 km using standard
single-mode fibers and a transceiver (back-to-back) SNR of 26 dB, when
transmitter and receiver inject the same amount of noise. However, when
transmitter and receiver inject an unequal amount of noise, reach gains of 56%
on top of DBP are achievable by properly tailoring the split NLC algorithm. The
theoretical findings are confirmed by numerical simulations.",eess.SP,eess
"We present steepest descent (SD) implementation of multimodulus algorithm
(MMA2-2) for blind signal retrieval in digital communication systems. In
comparison to stochastic approximate (gradient descent) realization, the
proposed SD implementation of MMA2-2 equalizer mitigates inter-symbol
interference with relatively smooth convergence and superior steady-state
performance.",eess.SP,eess
"Ultra-dense networks (UDN) constitute one of the most promising techniques of
supporting the 5G mobile system. By deploying more small cells in a fixed area,
the average distance between users and access points can be significantly
reduced, hence a dense spatial frequency reuse can be exploited. However,
severe interference is the major obstacle in UDN. Most of the contributions
deal with the interference by relying on cooperative game theory. This paper
advocates the application of dense user-centric C-RAN philosophy to UDN, thanks
to the recent development of cloud computing techniques. Under dense C-RAN,
centralized signal processing can be invoked for supporting CoMP transmission.
We summarize the main challenges in dense user-centric C-RANs. One of the most
challenging issues is the requirement of the global CSI for the sake of
cooperative transmission. We investigate this requirement by only relying on
partial CSI, namely, on inter-cluster large-scale CSI. Furthermore, the
estimation of the intra-cluster CSI is considered, including the pilot
allocation and robust transmission. Finally, we highlight several promising
research directions to make the dense user-centric C-RAN become a reality, with
special emphasis on the application of the `big data' techniques.",eess.SP,eess
