text,category,macro
"We solve an open problem of Diaconis that asks what are the largest orders of
$p_n$ and $q_n$ such that $Z_n,$ the $p_n\times q_n$ upper left block of a
random matrix $\boldsymbol{\Gamma}_n$ which is uniformly distributed on the
orthogonal group O(n), can be approximated by independent standard normals?
This problem is solved by two different approximation methods. First, we show
that the variation distance between the joint distribution of entries of $Z_n$
and that of $p_nq_n$ independent standard normals goes to zero provided
$p_n=o(\sqrt{n})$ and $q_n=o(\sqrt{n})$. We also show that the above variation
distance does not go to zero if $p_n=[x\sqrt{n} ]$ and $q_n=[y\sqrt{n} ]$ for
any positive numbers $x$ and $y$. This says that the largest orders of $p_n$
and $q_n$ are $o(n^{1/2})$ in the sense of the above approximation. Second,
suppose $\boldsymbol{\Gamma}_n=(\gamma_{ij})_{n\times n}$ is generated by
performing the Gram--Schmidt algorithm on the columns of
$\bold{Y}_n=(y_{ij})_{n\times n}$, where $\{y_{ij};1\leq i,j\leq n\}$ are
i.i.d. standard normals. We show that $\epsilon_n(m):=\max_{1\leq i\leq n,1\leq
j\leq m}|\sqrt{n}\cdot\gamma_{ij}-y_{ij}|$ goes to zero in probability as long
as $m=m_n=o(n/\log n)$. We also prove that $\epsilon_n(m_n)\to 2\sqrt{\alpha}$
in probability when $m_n=[n\alpha/\log n]$ for any $\alpha>0.$ This says that
$m_n=o(n/\log n)$ is the largest order such that the entries of the first $m_n$
columns of $\boldsymbol{\Gamma}_n$ can be approximated simultaneously by
independent standard normals.",math.PR,math
"We compute the Lagrangian Floer cohomology groups of certain tori in closed
simply connected symplectic 4-manifolds arising from Fintushel-Stern knot
surgery. These manifolds are usually not symplectically aspherical. As a result
of the computation we observe examples where $HF(L_0)\cong HF(L_1)$ and $L_0$
and $L_1$ are smoothly isotopic but $L_0,L_1$ are not symplectically isotopic
and are distinguished by $HF(L_0,L_1)$.",math.SG,math
"In applications, a substantial number of problems can be formulated as
non-linear least squares problems over smooth varieties. Unlike the usual least
squares problem over a Euclidean space, the non-linear least squares problem
over a variety can be challenging to solve and analyze, even if the variety
itself is simple. Geometrically, this problem is equivalent to projecting a
point in the ambient Euclidean space onto the image of the given variety under
a non-linear map. It is the singularities of the image that make both the
computation and the analysis difficult. In this paper, we prove that under some
mild assumptions, these troublesome singularities can always be avoided. This
enables us to establish a linear convergence rate for iterative sequences
generated by algorithms satisfying some standard assumptions. We apply our
general results to the low-rank partially orthogonal tensor approximation
problem. As a consequence, we obtain the linear convergence rate for a
classical APD-ALS method applied to a generic tensor, without any further
assumptions.",math.OC,math
"We present a simple and rigorous proof of the claim by Weimar-Woods [Rev.
Math. Phys. 12 (2000) 1505-1529] that any diagonal contraction (e.g., a
generalized In\""on\""u-Wigner contraction) is equivalent to a generalized
In\""on\""u-Wigner contraction with integer parameter powers.",math-ph math.MP math.RA,math
"Given a permutation w, we look at the range of how often a simple reflection
s_k appears in reduced decompositions of w. We compute the minimum and give a
sharp upper bound on the maximum. That bound is in terms of 321- and
3412-patterns in w, specifically as they relate in value and position to k. We
also characterize when that minimum and maximum are equal, refining a previous
result that braid moves are equivalent to 321-patterns.",math.CO,math
"We give an alternative proof to the fact that if the square of the infinite
radical of the module category of an Artin algebra is equal to zero then the
algebra is of finite type by making use of the theory of postprojective and
preinjective partitions. Further, we use this new approach in order to get a
characterization of finite subcategories of $\Delta$-good modules of a
quasi-hereditary algebra in terms of depth of morphisms similar to a recently
obtained characterization of Artin algebras of finite type.",math.RT,math
"Poisson-NIjenhuis structures for an arbitrary Lie agebroid are defined and
studied by means of tangent lifts of tensor fields.",dg-ga math.DG,math
"In this paper, some new integral inequalities of Hermite-Hadamard type
related to the s-geometrically convex functions are established and some
applications to special means of positive real numbers are also given.",math.CA,math
"In this paper, we investigate the global existence, uniqueness and asymptotic
stability of time $\omega$-periodic classical solution for a class of extended
Fisher-Kolmogorov equations with delays and general nonlinear term. We
establish a general framework to find time $\omega$-periodic solutions for
nonlinear extended Fisher-Kolmogorov equations with delays and general
nonlinear function, which will provide an effective way to deal with such kinds
of problems. The discussion is based on the theory of compact and analytic
operator semigroups and maximal regularization method.",math.AP math.FA,math
"In this paper we consider the three-dimensional Navier-Stokes equations in
infinite channel. We provide a regularity criterion for solutions of the
three-dimensional Navier-Stokes equations in terms of the vertical component of
the velocity field.",math.AP math-ph math.MP,math
"We prove that every lattice with more than one element has a proper
congruence-preserving extension.",math.GM,math
"In [M3], Milnor found Tricorn-like sets in the parameter space of real cubic
polynomials. We give a rigorous definition of these Tricorn-like sets as
suitable renormalization loci, and show that the dynamically natural
straightening map from such a Tricorn-like set to the original Tricorn is
discontinuous. We also prove some rigidity theorems for polynomial parabolic
germs, which state that one can recover unicritical holomorphic and
anti-holomorphic polynomials from their parabolic germs.",math.DS math.CV,math
"We investigated the existence of solutions for a class of Ambrosetti-Prodi
type systems involving the fractional Laplacian operator and with
nonlinearities reaching critical growth and interacting, in some sense, with
the spectrum of the operator. The resonant case in $\lambda_{k,s}$ for $k>1$ is
also investigated.",math.AP math.FA,math
"The non-Gorenstein locus of stable set rings of finite simple perfect graphs
is studied. We describe combinatorially those perfect graphs whose stable set
rings are Gorenstein on the punctured spectrum. In addition, we show that, in
general, for Cohen--Macaulay graded algebras, their Cohen--Macaulay type and
residue are largely independent.",math.AC math.CO,math
"The Tur\'{a}n number $T(n,\alpha+1,r)$ is the minimum number of edges in an
$n$-vertex $r$-graph whose independence number does not exceed $\alpha$. For
each $r\geq 2$, there exists $t_*(r)$ such that $T(n,\alpha+1,r) = t_*(r) \:
n^r \: \alpha^{1-r} \: (1+o(1))$ as $\alpha / r \to\infty$ and $n / \alpha
\to\infty$. It is known that $t_*(2) = 1/2$, and the conjectured value of
$t_*(3)$ is $2/3$. We prove that $t_*(4) < 0.706335\:$.",math.CO,math
"We study symplectic rigidity phenomena for fibers in cotangent bundles of
Riemann surfaces. Our main result can be seen as a generalization to open
Riemann surfaces of arbitrary genus of work of Eliashberg and Polterovich on
the Nearby Lagrangian Conjecture for $T^* \mathbb{R}^2$. As a corollary, we
answer a strong version in dimension $2n=4$ of a question of Eliashberg about
linking of Lagrangian disks in $T^* \mathbb{R}^n$, which was previously
answered by Ekholm and Smith in dimensions $2n \geq 8$.",math.SG,math
"Let $X$ be a smooth, projective, geometrically irreducible curve of genus at
least two defined over a number field $K$. We prove that there is an algorithm
that determines whether $X$ has a $K$-rational point if Grothendieck's section
conjecture holds for $X$.",math.NT,math
"Let $\Pi$ be an irreducible unitary completion of a locally algebraic ${\rm
GL}_2(\qp)$-representation. We describe those first-order deformations of $\Pi$
which are themselves completions of a locally algebraic representation. This
answers a question of Paskunas and has direct applications to the
Breuil-M\'ezard conjecture.",math.NT math.RT,math
"We study the intrinsic geometry of a one-dimensional complex space provided
with a Kaehler metric in the sense of Grauert. We show that if K is an upper
bound for the Gaussian curvature on the regular locus, then the intrinsic
metric has curvature at most K in the sense of Alexandrov.",math.DG math.MG,math
"In the present paper we shall consider countable state $p$-adic Potts model
on $Z_+$. A main aim is to establish the existence of the phase transition for
the model. In our study, we essentially use one dimensionality of the model. To
show it we reduce the problem, to the investigation of an infinite-dimensional
nonlinear equation. We find a condition on weights to show that the derived
equation has two solutions, which yields the existence of the phase transition.
We prove that measures corresponding to first and second solutions are a
$p$-adic Gibbs and generalized $p$-adic Gibbs measures, respectively. Note that
it turns out that the finding condition does not depend on values of the prime
$p$, and therefore, an analogous fact is not true when the number of spins is
finite. Note that, in the usual real case, if one considers one dimensional
translation-invariant model with nearest neighbor interaction, then such a
model does not exhibit a phase transition. Nevertheless, we should stress that
in our model there does not occur the strong phase transition, this means that
there is only one $p$-adic Gibbs measure. Here we may see some similarity with
the real case. Besides, we prove that the $p$-adic Gibbs measure is bounded,
and the generalized one is not bounded.",math-ph math.FA math.MP,math
"This work will be centered in commutative Banach subalgebras of the algebra
of bounded linear operators defined on a Free Banach spaces of countable type.
The main goal of this work wil be to formulate a representation theorem for
these operators through integrals defined by spectral measures type. In order
to get this objective, we will show that, under special conditions, each one of
these algebras is isometrically isomorphic to some space of continuous
functions defined over a compact set. Then, we will identify such compact
developing the Gelfand space theory in the non-archimedean setting. This fact
will allow us to define a measure which is known as spectral measure. As a
second goal, we will formulate a matrix representation theorem for this class
of operators whose entries of these matrices will be integrals coming from
scalar measures.",math.FA,math
"The fast recurrent subspace (the biggest support of all invariant states) of
a Weak Coupling Limit Type Quantum Markov Semigroup modeling a quantum
transport open system of $N$-energy levels is determined. This is achieved by
characterizing the structure of all the invariant state and their spectra in
terms of a natural generalization of the Discrete Fourier Transform operator.
Finally, the attraction domains and long-time behavior of the evolution are
studied on hereditary subalgebras where faithful invariant states exist.",math-ph math.MP,math
"We consider vector fields on knot/link complements in $S^3$ which are
transverse to the fibres of a fibration of the complement over a circle. We
prove that a large class of fibred knots/links, including all non-torus fibred
2-bridge knots, has the following property: any vector field transverse to the
fibres of the fibration of the complement must possess periodic orbits
representing all possible knot and link types.",math.GT math.DS,math
"We revisit the questions of density of smooth functions, and differential
forms, in Sobolev spaces on Riemannian manifolds. We carefully show equivalence
of weak covariant derivatives to weak partial derivatives.",math.AP math.DG,math
"We introduce a new condition on elliptic operators $L= {1/2}\triangle + b
\cdot \nabla $ which ensures the validity of the Liouville property for bounded
solutions to $Lu=0$ on $\R^d$. Such condition is sharp when $d=1$. We extend
our Liouville theorem to more general second order operators in non-divergence
form assuming a Cordes type condition.",math.AP math.PR,math
"The Ap\'ery polynomials and in particular their asymptotic behavior play an
essential role in the understanding of the irrationality of \zeta(3). In this
paper, we present a method to study the asymptotic behavior of the sequence of
the Ap\'ery polynomials ((B_{n})_{n=1}^{\infty}) in the whole complex plane as
(n\rightarrow \infty). The proofs are based on a multivariate version of the
complex saddle point method. Moreover, the asymptotic zero distributions for
the polynomials ((B_{n})_{n=1}^{\infty}) and for some transformed Ap\'ery
polynomials are derived by means of the theory of logarithmic potentials with
external fields, establishing a characterization as the unique solution of a
weighted equilibrium problem. The method applied is a general one, so that the
treatment can serve as a model for the study of objects related to the Ap\'ery
polynomials.",math.CA,math
"For a conditional expectation E on a (unital) C*-algebra A there exists a
real number K>=1 such that the mapping (K.E-id_A) is positive if and only if
there exists a real number L>=1 such that the mapping (L.E-id_A) is completely
positive, among other equivalent conditions. The estimate min(K) <= min(L) <=
min(K).[min(K)] is valid, where [.] denotes the integer part of a real number.
As a consequence the notion of a 'conditional expectation of finite index' is
identified with that class of conditional expectations, which extends and
completes results of M. Pimsner, S. Popa; M. Baillet, Y. Denizeau, J.-F. Havet;
Y. Watatani, and others. Situations for which the index value and the Jones'
tower exist are described in the general setting. In particular, the Jones'
tower always exists in the W*-case and for Ind(E) in E(A) in the C*-case.
Furthermore, normal conditional expectations of finite index commute with the
general W*-projections to their finite, infinite, discrete and continuous type
I, type II_1, type II_\infty and type III parts, i.e. the respective
projections in the centers of the initial and the image W*-algebra coincide. We
give an interpretation of our result in terms of non-commutative topology and
indicate some dimension estimation formulae and an inequality.",math.OA math.FA,math
"We consider a generalisation of Kelly's conjecture which is due to Alspach,
Mason, and Pullman from 1976. Kelly's conjecture states that every regular
tournament has an edge decomposition into Hamilton cycles, and this was proved
by K\""uhn and Osthus for large tournaments. The conjecture of Alspach, Mason,
and Pullman asks for the minimum number of paths needed in a path decomposition
of a general tournament $T$. There is a natural lower bound for this number in
terms of the degree sequence of $T$ and it is conjectured that this bound is
correct for tournaments of even order. Almost all cases of the conjecture are
open and we prove many of them.",math.CO,math
"We explicitly construct a component of the K-moduli space of K-polystable del
Pezzo surfaces which is a smooth rational curve.",math.AG math.DG,math
"For a prime number $p>2$, we explain the construction of the difference
divisors on the unitary Rapoport-Zink spaces of hyperspecial level and the
GSpin Rapoport-Zink spaces of hyperspecial level associated to a minuscule
cocharacter $\mu$ and a basic element $b$. We prove the regularity of the
difference divisors, find the formally smooth locus of both the special cycles
and the difference divisors, by a purely deformation-theoretic approach.",math.AG math.NT,math
"In 2019, B\'ona and Smith introduced the notion of \emph{strong pattern
avoidance}, that is, a permutation and its square both avoid a given pattern.
In this paper, we enumerate the set of permutations $\pi$ which not only
strongly avoid the pattern $312$ or $231$ but also avoid the pattern $\tau$,
for $\tau\in S_3$ and some $\tau\in S_4$. One of them is to give a positive
answer to a conjecture of Archer and Geary.",math.CO,math
"The relaxation limit in critical Besov spaces for the multidimensional
compressible Euler equations is considered. As the first step of this
justification, the uniform (global) classical solutions to the Cauchy problem
with initial data close to an equilibrium state are constructed in the
Chemin-Lerner's spaces with critical regularity. Furthermore, it is shown that
the density converges towards the solution to the porous medium equation, as
the relaxation time tends to zero. Several important estimates are achieved,
including a crucial estimate of commutator.",math.AP,math
"We introduce the notion of unbounded locally solid Riesz spaces, and
investigate its fundamental properties.",math.FA,math
"The aim of this paper is to establish a few qualitative uncertainty
principles for the windowed Opdam-Cherednik transform on weighted modulation
spaces associated with this transform. In particular, we obtain the
Cowling-Price's, Hardy's and Morgan's uncertainty principles for this transform
on weighted modulation spaces. The proofs of the results are based on versions
of the Phragm{\'e}n-Lindl{\""o}f type result for several complex variables on
weighted modulation spaces and the properties of the Gaussian kernel associated
with the Jacobi-Cherednik operator.",math.FA,math
"Let $\theta(x) = \sum_{p\leq x} \log p$. We show that $\theta(x)<x$ for $2<x<
1.39\cdot 10^{17}$. We also show that there is an $x<\exp(727.951332668)$ for
which $\theta(x) >x.$",math.NT,math
"For two graphs $J$ and $H$, the generalized Tur\'{a}n number, denoted by
$ex(n,J,H)$, is the maximum number of copies of $J$ in an $H$-free graph of
order $n$. A linear forest $F$ is the disjoint union of paths. In this paper,
we determine the number $ex(n,S_r,F)$ when $n$ is large enough and characterize
the extremal graphs attaining $ex(n,S_r,F)$, which generalizes the results on
$ex(n, S_r, P_k)$, $ex(n,K_2,(k+1) P_2)$ and $ex(n,K^*_{1,r},(k+1) P_2)$.
Finally, we pose the problem whether the extremal graph for $ex(n,J,F)$ is
isomorphic to that for $ex(n,S_r,F)$, where $J$ is any graph such that the
number of $J$'s in any graph $G$ does not decrease by shifting operation on
$G$.",math.CO,math
"This work gives a general approach to the determination of the asymptotic
behavior of the sums of functions of primes based on the distribution of
primes. It refines the estimate of the remainder term of the asymptotic
expansion of the sums of functions of primes. Also, the necessary and
sufficient conditions for the existence of these asymptotics are proved in the
paper.",math.NT,math
"We present ill-posedness results for the initial value problem (IVP) of the
5th-order Gardner equation. We use new breather solutions discovered for this
higher order Gardner equation to measure the regularity of the Cauchy problem
in Sobolev spaces $H^s$. We find the sharp Sobolev index under which the local
well-posedness of the problem is lost, meaning that the dependence of 5th order
Gardner solutions upon initial data fails to be continuous.",math.AP,math
"Partition problems in graphs are extremely important in applications, as
shown in the Data science and Machine learning literature. One approach is
spectral partitioning based on a Fiedler vector, i.e., an eigenvector
corresponding to the second smallest eigenvalue $a(G)$ of the Laplacian matrix
$L_G$ of the graph $G$. This problem corresponds to the minimization of a
quadratic form associated with $L_G$, under certain constraints involving the
$\ell_2$-norm. We introduce and investigate a similar problem, but using the
$\ell_1$-norm to measure distances. This leads to a new parameter $b(G)$ as the
optimal value. We show that a well-known cut problem arises in this approach,
namely the sparsest cut problem. We prove connectivity results and different
bounds on this new parameter, relate to Fiedler theory and show explicit
expressions for $b(G)$ for trees. We also comment on an $\ell_{\infty}$-norm
version of the problem.",math.CO,math
"A large part of the theory of Hardy spaces on products of Euclidean spaces
has been extended to the setting of products of stratified Lie groups. This
includes characterisation of Hardy spaces by square functions and by atomic
decompositions, proof of the duality of Hardy spaces with BMO, and description
of many interpolation spaces. Until now, however, two aspects of the classical
theory have been conspicuously absent: the characterisation of Hardy spaces by
singular integrals (of Christ--Geller type) or by (vertical or nontangential)
maximal functions. In this paper we fill in these gaps by developing new
techniques on products of stratified groups, using the ideas of Chen, Cowling,
Lee, Li and Ottazzi on the Heisenberg group with flag structure.",math.FA,math
"We adapt methods from quiver representation theory and Hall algebra
techniques to the counting of representations of virtually free groups over
finite fields. This gives rise to the computation of the E-polynomials of
$\mathbf{GL}_d(\mathbb{C})$-character varieties of virtually free groups. As
examples we discuss the representation theory of $\mathbb{D}_\infty$ ,
$\mathbf{PSL}_2(\mathbb{Z})$ , $\mathbf{SL}_2(\mathbb{Z})$ ,
$\mathbf{GL}_2(\mathbb{Z})$ and $\mathbf{PGL}_2(\mathbb{Z})$ .",math.RT math.AG math.GR,math
"For a poset $P$, let $\sigma(P)$ and $\Gamma(P)$ respectively denote the
lattice of its Scott open subsets and Scott closed subsets ordered by
inclusion, and set $\Sigma P=(P,\sigma(P))$. In this paper, we discuss the
lower Vietoris topology and the Scott topology on $\Gamma(P)$ and give some
sufficient conditions to make the two topologies equal. We built an adjunction
between $\sigma(P)$ and $\sigma(\Gamma(P))$ and proved that $\Sigma P$ is
core-compact iff $\Sigma\Gamma(P)$ is core-compact iff $\Sigma\Gamma(P)$ is
sober, locally compact and $\sigma(\Gamma(P))=\upsilon(\Gamma(P))$ (the lower
Vietoris topology). This answers a question in [17]. Brecht and Kawai [2] asked
whether the consonance of a topological space $X$ implies the consonance of its
lower powerspace, we give a partial answer to this question at the last part of
this paper.",math.GN,math
"We use the method of Shintani, as developed by Taniguchi and Thorne, to prove
the joint cuspidal equidistribution of the shape of quartic fields paired with
the shape of its cubic resolvent, when the fields are ordered by discriminant.
Our estimate saves a small power in the corresponding Weyl sums.",math.NT,math
"Polynomials in differentiation operators are considered. The Darboux
transformations covariance determines non-Abelian entries to form the
coefficients of the polynomials. Joint covariance of a pair of such polynomials
(Lax pair) as a function of one-field is studied. Methodically, the transforms
of the coefficients are equalized to Frechet derivatives (first term of the
Taylor series on prolonged space) to establish the operator forms. In the
commutative (Abelian) case that results in binary Bell (Faa de Bruno)
differential polynomials having natural bilinear representation. The example of
generalized Boussinesq equation is studied, the chain equations for the case
are derived. A set of integrable non-commutative potentials and hence nonlinear
equations is constructed altogether with explicit dressing formulas.",math-ph math.MP,math
"The Lewis-Zagier correspondence, which attaches period functions to Maa\ss\
wave forms, is extended to wave forms of higher order, which are higher
invariants of the Fuchsian group in question. The key ingredient is an
identification of Higher order invariants with ordinary invariants of unipotent
twists. This makes it possible to apply standard methods of automorphic forms
to higher order forms.",math.NT,math
"In the present paper we propose a novel convergence analysis of the
Alternating Direction Methods of Multipliers (ADMM), based on its equivalence
with the overrelaxed Primal-Dual Hybrid Gradient (oPDHG) algorithm. We consider
the smooth case, which correspond to the cas where the objective function can
be decomposed into one differentiable with Lipschitz continuous gradient part
and one strongly convex part. An accelerated variant of the ADMM is also
proposed, which is shown to converge linearly with same rate as the oPDHG.",math.OC,math
"Here we describe a simple and fundamental approach to the maximal L^p
regularity of parabolic equations, which only uses the concept of singular
integrals of Volterra type. Knowledge of analytic semigroups, R-boundedness or
H^\infty-functional calculus are not required.",math.AP,math
"We prove the existence of a locally dense set of real polynomial
automorphisms of C 2 displaying a wandering Fatou component; in particular this
solves the problem of their existence, reported by Bedford and Smillie in 1991.
These Fatou components have non-empty real trace and their statistical behavior
is historical with high emergence. The proof is based on a geometric model for
parameter families of surface real mappings. At a dense set of parameters, we
show that the dynamics of the model displays a historical, high emergent,
stable domain. We show that this model can be embedded into families of
H{\'e}non maps of explicit degree and also in an open and dense set of
5-parameter C r-families of surface diffeomorphisms in the Newhouse domain, for
every 2 $\le$ r $\le$ $\infty$ and r = $\omega$. This implies a complement of
the work of Kiriki and Soma (2017), a proof of the last Taken's problem in the
C $\infty$ and C $\omega$-case. The main difficulty is that here perturbations
are done only along finite-dimensional parameter families. The proof is based
on the multi-renormalization introduced in [Ber18].",math.CV math.DS,math
"We construct triply periodic zero mean curvature surfaces of mixed type in
the Lorentz-Minkowski 3-space, with the same topology as the triply periodic
minimal surfaces in the Euclidean 3-space, called Schwarz rPD surfaces.",math.DG,math
"We consider the consensual distributed optimization problem and propose an
asynchronous version of the Alternating Direction Method of Multipliers (ADMM)
algorithm to solve it. The `asynchronous' part here refers to the fact that
only one node/processor is updated (i.e. performs a minimization step) at each
iteration of the algorithm. The selection of the node to be updated is decided
by simulating a Markov chain. The proposed algorithm is shown to have a linear
convergence property in expectation for the class of functions which are
strongly convex and continuously differentiable.",math.OC,math
"In this paper, we establish an Orlicz log-Aleksandrov-Fenchel inequality by
introducing new concepts of mixed volume measure and Orlicz multiple mixed
volume measure, and using the Orlicz-Aleksandrov-Fenchel inequality. The Orlicz
log-Aleksandrov-Fenchel inequality in special cases yield the classical
Aleksandrov-Fenchel inequality and Orlicz log-Minkowski type inequality,
respectively.",math.GM,math
"Let $M$ be a topological monoid with homotopy group completion $\Omega BM$.
Under a strong homotopy commutativity hypothesis on $M$, we show that $\pi_k
(\Omega BM)$ is the quotient of the monoid of free homotopy classes $[S^k, M]$
by its submonoid of nullhomotopic maps.
  We give two applications. First, this result gives a concrete description of
the Lawson homology of a complex projective variety in terms of point-wise
addition of spherical families of effective algebraic cycles. Second, we apply
this result to monoids built from the unitary, or general linear,
representation spaces of discrete groups, leading to results about lifting
continuous families of characters to continuous families of representations.",math.AT,math
"Toeplitz operators are met in different fields of mathematics such as
stochastic processes, signal theory, completeness problems, operator theory,
etc. In applications, spectral and mapping properties are of particular
interest. In this survey we will focus on kernels of Toeplitz operators. This
raises two questions. First, how can one decide whether such a kernel is non
trivial? We will discuss in some details the results starting with Makarov and
Poltoratski in 2005 and their succeeding authors concerning this topic. In
connection with these results we will also mention some intimately related
applications to completeness problems, spectral gap problems and P{\'o}lya
sequences. Second, if the kernel is non-trivial, what can be said about the
structure of the kernel, and what kind of information on the Toeplitz operator
can be deduced from its kernel? In this connection we will review a certain
number of results starting with work by Hayashi, Hitt and Sarason in the late
80's on the extremal function.",math.CV,math
"We determine all the $p$-adic analytic groups that are realizable as Galois
groups of the maximal pro-$p$ extensions of number fields with prescribed
ramification and splitting under an assumption which allows us to move away
from the Tame Fontaine-Mazur conjecture.",math.NT,math
"S. Banach pointed out that the graph of the generic (in the sense of Baire
category) element of $\text{Homeo}([0,1])$ has length $2$. J. Mycielski asked
if the measure theoretic dual holds, i.e., if the graph of all but Haar null
many (in the sense of Christensen) elements of $\text{Homeo}([0,1])$ have
length $2$. We answer this question in the affirmative.
  We call $f \in \text{Homeo}([0,1]^d)$ singular if it takes a suitable set of
full measure to a nullset, and strongly singular if it is almost everywhere
differentiable with singular derivative matrix. Since the graph of $f \in
\text{Homeo}([0,1])$ has length $2$ iff $f$ is singular iff $f$ is strongly
singular, the following results are the higher dimensional analogues of
Banach's observation and our solution to Mycielski's problem.
  We show that for $d \ge 2$ the graph of the generic element of
$\text{Homeo}([0,1]^d)$ has infinite $d$-dimensional Hausdorff measure,
contrasting the above result of Banach. The measure theoretic dual remains
open, but we show that the set of elements of $\text{Homeo}([0,1]^d)$ with
infinite $d$-dimensional Hausdorff measure is not Haar null. We show that for
$d \ge 2$ the generic element of $\text{Homeo}([0,1]^d)$ is singular but not
strongly singular. We also show that for $d \ge 2$ almost every element of
$\text{Homeo}([0,1]^d)$ is singular, but the set of strongly singular elements
form a so called Haar ambivalent set (neither Haar null, nor co-Haar null).
  Finally, in order to clarify the situation, we investigate the various
possible definitions of singularity for maps of several variables, and explore
the connections between them.",math.CA math.GN,math
